,Edition,Sport,Discipline,Athlete,Gender,Event,Medal,Country
7793,1948,Boxing,Boxing,"WRIGHT, John A.",Men,67 - 73kg (middleweight),Silver,United Kingdom
7794,1948,Boxing,Boxing,"SCOTT, Donald E.",Men,73 - 80kg (light-heavyweight),Silver,United Kingdom
7795,1948,Cycling,Cycling Road,"MAITLAND, Robert John",Men,team time trial,Silver,United Kingdom
7796,1948,Cycling,Cycling Road,"SCOTT, Cyril Ian",Men,team time trial,Silver,United Kingdom
7797,1948,Cycling,Cycling Road,"THOMAS, Gordon W.",Men,team time trial,Silver,United Kingdom
7798,1948,Cycling,Cycling Track,"GODWIN, Thomas Charles",Men,1km time trial,Bronze,United Kingdom
7799,1948,Cycling,Cycling Track,"BANNISTER, Alan",Men,2000m tandem,Silver,United Kingdom
7800,1948,Cycling,Cycling Track,"HARRIS, Reginald Hargreaves",Men,2000m tandem,Silver,United Kingdom
7801,1948,Cycling,Cycling Track,"HARRIS, Reginald Hargreaves",Men,Sprint indivual,Silver,United Kingdom
7802,1948,Cycling,Cycling Track,"GELDARD, Robert Alan",Men,Team Pursuit (4000m),Bronze,United Kingdom
7803,1948,Cycling,Cycling Track,"GODWIN, Thomas Charles",Men,Team Pursuit (4000m),Bronze,United Kingdom
7804,1948,Cycling,Cycling Track,"RICKETTS, David Edward",Men,Team Pursuit (4000m),Bronze,United Kingdom
7805,1948,Cycling,Cycling Track,"WATERS, Wilfrid",Men,Team Pursuit (4000m),Bronze,United Kingdom
7806,1948,Equestrian,Jumping,"CARR, Arthur",Men,team,Bronze,United Kingdom
7807,1948,Equestrian,Jumping,"LLEWELLYN, Harry Morton",Men,team,Bronze,United Kingdom
7808,1948,Equestrian,Jumping,"NICOLL, Henry Morison Vere",Men,team,Bronze,United Kingdom
7809,1948,Hockey,Hockey,"ADLARD, Robert Edward",Men,hockey,Silver,United Kingdom
7810,1948,Hockey,Hockey,"BORRETT, Norman Francis",Men,hockey,Silver,United Kingdom
7811,1948,Hockey,Hockey,"BRODIE, David L.S.",Men,hockey,Silver,United Kingdom
7812,1948,Hockey,Hockey,"DAVIS, Ronald",Men,hockey,Silver,United Kingdom
7813,1948,Hockey,Hockey,"GRIFFITHS, William Salterlee",Men,hockey,Silver,United Kingdom
7814,1948,Hockey,Hockey,"LINDSAY, Frederick Robin",Men,hockey,Silver,United Kingdom
7815,1948,Hockey,Hockey,"LINDSAY, William L.C.",Men,hockey,Silver,United Kingdom
7816,1948,Hockey,Hockey,"PEAKE, John Morris",Men,hockey,Silver,United Kingdom
7817,1948,Hockey,Hockey,"REYNOLDS, Frank O.",Men,hockey,Silver,United Kingdom
7818,1948,Hockey,Hockey,"SIME, George B.",Men,hockey,Silver,United Kingdom
7819,1948,Hockey,Hockey,"WALFORD, Michael Moore",Men,hockey,Silver,United Kingdom
7820,1948,Hockey,Hockey,"WHITE, William Neil",Men,hockey,Silver,United Kingdom
7821,1948,Rowing,Rowing,"LAURIE, William",Men,coxless pair (2-),Gold,United Kingdom
7822,1948,Rowing,Rowing,"WILSON, John",Men,coxless pair (2-),Gold,United Kingdom
7823,1948,Rowing,Rowing,"BURNELL, Richard Desborough",Men,double sculls (2x),Gold,United Kingdom
7824,1948,Rowing,Rowing,"BUSHNELL, Bertram Herbert Th.",Men,double sculls (2x),Gold,United Kingdom
7825,1948,Rowing,Rowing,"BARTON, Christopher Bertram",Men,eight with coxswain (8+),Silver,United Kingdom
7826,1948,Rowing,Rowing,"BIRCHER, Ernest Augustus Paul",Men,eight with coxswain (8+),Silver,United Kingdom
7827,1948,Rowing,Rowing,"DEARLOVE, Jack G.",Men,eight with coxswain (8+),Silver,United Kingdom
7828,1948,Rowing,Rowing,"LAPAGE, Michael Clement",Men,eight with coxswain (8+),Silver,United Kingdom
7829,1948,Rowing,Rowing,"LLOYD, Charles Brian Murray",Men,eight with coxswain (8+),Silver,United Kingdom
7830,1948,Rowing,Rowing,"MASSEY, Paul Mackintosh O.",Men,eight with coxswain (8+),Silver,United Kingdom
7831,1948,Rowing,Rowing,"MELLOWS, Alfred Paul",Men,eight with coxswain (8+),Silver,United Kingdom
7832,1948,Rowing,Rowing,"MEYRICK, David John Charlton",Men,eight with coxswain (8+),Silver,United Kingdom
7833,1948,Rowing,Rowing,"RICHARDSON, Guy Colquhoun",Men,eight with coxswain (8+),Silver,United Kingdom
7834,1948,Sailing,Sailing,"BOND, David John Were",Men,swallow (golondrina),Gold,United Kingdom
7835,1948,Sailing,Sailing,"MORRIS, Stewart Harold",Men,swallow (golondrina),Gold,United Kingdom
7836,1948,Weightlifting,Weightlifting,"CREUS, Julian",Men,"- 56kg, total (bantamweight)",Silver,United Kingdom
7837,1948,Weightlifting,Weightlifting,"HALLIDAY, James",Men,"60 - 67.5kg, total (lightweight)",Bronze,United Kingdom
7838,1952,Aquatics,Swimming,"GORDON-MCKAY, Helen Orr",Women,200m breaststroke,Bronze,United Kingdom
7839,1952,Athletics,Athletics,"BAILEY, Emmanuel Mcdonald",Men,100m,Bronze,United Kingdom
7840,1952,Athletics,Athletics,"DISLEY, John Ivor",Men,3000m steeplechase,Bronze,United Kingdom
7841,1952,Athletics,Athletics,"ARMITAGE, Heather Joy",Women,4x100m relay,Bronze,United Kingdom
7842,1952,Athletics,Athletics,"CHEESEMAN, Sylvia",Women,4x100m relay,Bronze,United Kingdom
7843,1952,Athletics,Athletics,"DESFORGES, Jean Catherine",Women,4x100m relay,Bronze,United Kingdom
7844,1952,Athletics,Athletics,"FOULDS-PAUL, June Florence",Women,4x100m relay,Bronze,United Kingdom
7845,1952,Athletics,Athletics,"LERWILL, Sheila",Women,high jump,Silver,United Kingdom
7846,1952,Athletics,Athletics,"CAWLEY, Shirley",Women,long jump,Bronze,United Kingdom
7847,1952,Cycling,Cycling Track,"BURGESS, Donald Christopher",Men,Team Pursuit (4000m),Bronze,United Kingdom
7848,1952,Cycling,Cycling Track,"NEWBERRY, George Albert",Men,Team Pursuit (4000m),Bronze,United Kingdom
7849,1952,Cycling,Cycling Track,"NEWTON, Alan",Men,Team Pursuit (4000m),Bronze,United Kingdom
7850,1952,Cycling,Cycling Track,"STRETTON, Ronald Charles",Men,Team Pursuit (4000m),Bronze,United Kingdom
7851,1952,Equestrian,Jumping,"LLEWELLYN, Harry Morton",Men,team,Gold,United Kingdom
7852,1952,Equestrian,Jumping,"STEWART, Douglas Norman",Men,team,Gold,United Kingdom
7853,1952,Equestrian,Jumping,"WHITE, Wilfred Harry",Men,team,Gold,United Kingdom
7854,1952,Hockey,Hockey,"CARNILL, Denys John",Men,hockey,Bronze,United Kingdom
7855,1952,Hockey,Hockey,"COCKETT, John Ashley",Men,hockey,Bronze,United Kingdom
7856,1952,Hockey,Hockey,"CONROY, John Valentine",Men,hockey,Bronze,United Kingdom
7857,1952,Hockey,Hockey,"DADDS, Graham Bassett",Men,hockey,Bronze,United Kingdom
7858,1952,Hockey,Hockey,"DAY, Derek Malcolm",Men,hockey,Bronze,United Kingdom
7859,1952,Hockey,Hockey,"EAGAN, Dennis Michael Royal",Men,hockey,Bronze,United Kingdom
7860,1952,Hockey,Hockey,"FLETCHER, Robin Anthony",Men,hockey,Bronze,United Kingdom
7861,1952,Hockey,Hockey,"MIDGLEY, Roger Keith",Men,hockey,Bronze,United Kingdom
7862,1952,Hockey,Hockey,"NORRIS, Richard Owen Alfred",Men,hockey,Bronze,United Kingdom
7863,1952,Hockey,Hockey,"NUGENT, Nigel Algernon D.",Men,hockey,Bronze,United Kingdom
7864,1952,Hockey,Hockey,"NUNN, Anthony Stuart",Men,hockey,Bronze,United Kingdom
7865,1952,Hockey,Hockey,"ROBINSON, Anthony John Backh.",Men,hockey,Bronze,United Kingdom
7866,1952,Hockey,Hockey,"TAYLOR, John Paskin",Men,hockey,Bronze,United Kingdom
7867,1952,Sailing,Sailing,"CURREY, Charles Norman",Men,single-handed dinghy (Finn),Silver,United Kingdom
7868,1952,Wrestling,Wrestling Free.,"RICHMOND, Kenneth Alan",Men,+ 87kg (heavyweight),Bronze,United Kingdom
7869,1956,Aquatics,Swimming,"EDWARDS, Margaret",Women,100m backstroke,Bronze,United Kingdom
7870,1956,Aquatics,Swimming,"GRINHAM, Judith Brenda",Women,100m backstroke,Gold,United Kingdom
7871,1956,Athletics,Athletics,"BRASHER, Christopher William",Men,3000m steeplechase,Gold,United Kingdom
7872,1956,Athletics,Athletics,"ARMITAGE, Heather Joy",Women,4x100m relay,Silver,United Kingdom
7873,1956,Athletics,Athletics,"FOULDS-PAUL, June Florence",Women,4x100m relay,Silver,United Kingdom
7874,1956,Athletics,Athletics,"PASHLEY, Anne",Women,4x100m relay,Silver,United Kingdom
7875,1956,Athletics,Athletics,"SCRIVENS, Jean Eileen",Women,4x100m relay,Silver,United Kingdom
7876,1956,Athletics,Athletics,"HIGGINS, Francis Peter",Men,4x400m relay,Bronze,United Kingdom
7877,1956,Athletics,Athletics,"JOHNSON, Derek James Neville",Men,4x400m relay,Bronze,United Kingdom
7878,1956,Athletics,Athletics,"SALISBURY, John Edward",Men,4x400m relay,Bronze,United Kingdom
7879,1956,Athletics,Athletics,"WHEELER, Michael Keith Valentine",Men,4x400m relay,Bronze,United Kingdom
7880,1956,Athletics,Athletics,"IBBOTSON, George Derek",Men,5000m,Bronze,United Kingdom
7881,1956,Athletics,Athletics,"PIRIE, Douglas A.Gordon",Men,5000m,Silver,United Kingdom
7882,1956,Athletics,Athletics,"JOHNSON, Derek James Neville",Men,800m,Silver,United Kingdom
7883,1956,Athletics,Athletics,"HOPKINS, Thelma Elizabeth",Women,high jump,Silver,United Kingdom
7884,1956,Boxing,Boxing,"SPINKS, Terence George",Men,- 51kg (flyweight),Gold,United Kingdom
7885,1956,Boxing,Boxing,"NICHOLLS, Thomas G.",Men,54 - 57kg (featherweight),Silver,United Kingdom
7886,1956,Boxing,Boxing,"MCTAGGART, Richard",Men,57 - 60kg (lightweight),Gold,United Kingdom
7887,1956,Boxing,Boxing,"GARGANO, Nicholas",Men,63.5 - 67kg (welterweight),Bronze,United Kingdom
7888,1956,Boxing,Boxing,"MCCORMACK, John",Men,67 - 71kg (light-middleweight),Bronze,United Kingdom
7889,1956,Cycling,Cycling Road,"JACKSON, Alan Wharmby",Men,individual road race,Bronze,United Kingdom
7890,1956,Cycling,Cycling Road,"BRITTAIN, Arthur Stanley",Men,team time trial,Silver,United Kingdom
7891,1956,Cycling,Cycling Road,"HOLMES, William",Men,team time trial,Silver,United Kingdom
7892,1956,Cycling,Cycling Road,"JACKSON, Alan Wharmby",Men,team time trial,Silver,United Kingdom
7893,1956,Cycling,Cycling Track,"BURGESS, Donald Christopher",Men,Team Pursuit (4000m),Bronze,United Kingdom
7894,1956,Cycling,Cycling Track,"GAMBRILL, Michael John",Men,Team Pursuit (4000m),Bronze,United Kingdom
7895,1956,Cycling,Cycling Track,"GEDDES, John Reuben",Men,Team Pursuit (4000m),Bronze,United Kingdom
7896,1956,Cycling,Cycling Track,"SIMPSON, Thomas",Men,Team Pursuit (4000m),Bronze,United Kingdom
7897,1956,Equestrian,Eventing,"WELDON, Francis William Charles",Men,individual,Bronze,United Kingdom
7898,1956,Equestrian,Eventing,"HILL, Albert Edwin",Men,team,Gold,United Kingdom
7899,1956,Equestrian,Eventing,"ROOK, Arthur Laurence",Men,team,Gold,United Kingdom
7900,1956,Equestrian,Eventing,"WELDON, Francis William Charles",Men,team,Gold,United Kingdom
7901,1956,Equestrian,Jumping,"ROBESON, Peter David",Men,team,Bronze,United Kingdom
7902,1956,Equestrian,Jumping,"WHITE, Wilfred Harry",Men,team,Bronze,United Kingdom
7903,1956,Equestrian,Jumping,"SMYTHE, Patricia Rosemary",Women,team,Bronze,United Kingdom
7904,1956,Fencing,Fencing,"SHEEN, Gillian Mary",Women,foil individual,Gold,United Kingdom
7905,1956,Sailing,Sailing,"BOWKER, David Graham",Men,5.5m,Silver,United Kingdom
7906,1956,Sailing,Sailing,"DILLON, John Desmond",Men,5.5m,Silver,United Kingdom
7907,1956,Sailing,Sailing,"KENNEDY-COCHRAN-PATRICK, Neil Aylmer",Men,5.5m,Silver,United Kingdom
7908,1956,Sailing,Sailing,"PERRY, Robert Stanley Gr.",Men,5.5m,Silver,United Kingdom
7909,1956,Sailing,Sailing,"BACKUS, Ronald",Men,dragon,Bronze,United Kingdom
7910,1956,Sailing,Sailing,"JANSON, Jonathan",Men,dragon,Bronze,United Kingdom
7911,1956,Sailing,Sailing,"MANN, Graham Hargrave",Men,dragon,Bronze,United Kingdom
7912,1956,Sailing,Sailing,"BLACKALL, Jasper Roy",Men,sharpie 12m2,Bronze,United Kingdom
7913,1956,Sailing,Sailing,"SMITH, Terence James George",Men,sharpie 12m2,Bronze,United Kingdom
7914,1960,Aquatics,Diving,"PHELPS, Brian Eric",Men,10m platform,Bronze,United Kingdom
7915,1960,Aquatics,Diving,"FERRIS, Elizabeth Anne E.",Women,3m springboard,Bronze,United Kingdom
7916,1960,Aquatics,Swimming,"STEWARD, Natalie Alwyne",Women,100m backstroke,Silver,United Kingdom
7917,1960,Aquatics,Swimming,"STEWARD, Natalie Alwyne",Women,100m freestyle,Bronze,United Kingdom
7918,1960,Aquatics,Swimming,"LONSBROUGH, Anita",Women,200m breaststroke,Gold,United Kingdom
7919,1960,Athletics,Athletics,"RADFORD, Peter",Men,100m,Bronze,United Kingdom
7920,1960,Athletics,Athletics,"HYMAN, Dorothy",Women,100m,Silver,United Kingdom
7921,1960,Athletics,Athletics,"HYMAN, Dorothy",Women,200m,Bronze,United Kingdom
7922,1960,Athletics,Athletics,"VICKERS, Stanley Frank",Men,20km walk,Bronze,United Kingdom
7923,1960,Athletics,Athletics,"JONES, David Henry",Men,4x100m relay,Bronze,United Kingdom
7924,1960,Athletics,Athletics,"RADFORD, Peter",Men,4x100m relay,Bronze,United Kingdom
7925,1960,Athletics,Athletics,"SEGAL, David Hugh",Men,4x100m relay,Bronze,United Kingdom
7926,1960,Athletics,Athletics,"WHITEHEAD, Joseph Nicholas Neville",Men,4x100m relay,Bronze,United Kingdom
7927,1960,Athletics,Athletics,"THOMPSON, Donald James",Men,50km walk,Gold,United Kingdom
7928,1960,Athletics,Athletics,"QUINTON, Carole Louis",Women,80m hurdles,Silver,United Kingdom
7929,1960,Athletics,Athletics,"SHIRLEY, Dorothy Ada",Women,high jump,Silver,United Kingdom
7930,1960,Boxing,Boxing,"MCTAGGART, Richard",Men,57 - 60kg (lightweight),Bronze,United Kingdom
7931,1960,Boxing,Boxing,"LLOYD, James",Men,63.5 - 67kg (welterweight),Bronze,United Kingdom
7932,1960,Boxing,Boxing,"FISHER, William",Men,67 - 71kg (light-middleweight),Bronze,United Kingdom
7933,1960,Equestrian,Jumping,"BROOME, David Mcpherson",Men,individual,Bronze,United Kingdom
7934,1960,Fencing,Fencing,"JAY, Allan Louis Neville",Men,épée individual,Silver,United Kingdom
7935,1960,Fencing,Fencing,"ALEXANDER, Michael O'Donel",Men,épée team,Silver,United Kingdom
7936,1960,Fencing,Fencing,"HARRISON, Raymond Alan",Men,épée team,Silver,United Kingdom
7937,1960,Fencing,Fencing,"HOSKYNS, Henry William Furse",Men,épée team,Silver,United Kingdom
7938,1960,Fencing,Fencing,"HOWARD, Michael John Peter",Men,épée team,Silver,United Kingdom
7939,1960,Fencing,Fencing,"JAY, Allan Louis Neville",Men,épée team,Silver,United Kingdom
7940,1960,Fencing,Fencing,"PELLING, John Albert",Men,épée team,Silver,United Kingdom
7941,1960,Weightlifting,Weightlifting,"MARTIN, Louis George",Men,"82.5 - 90kg, total (middle-heavyweight)",Bronze,United Kingdom
7942,1964,Aquatics,Swimming,"MCGREGOR, Robert Bilsland",Men,100m freestyle,Silver,United Kingdom
7943,1964,Athletics,Athletics,"MATTHEWS, Kenneth Joseph",Men,20km walk,Gold,United Kingdom
7944,1964,Athletics,Athletics,"HERRIOTT, Maurice",Men,3000m steeplechase,Silver,United Kingdom
7945,1964,Athletics,Athletics,"PACKER, Ann Elizabeth",Women,400m,Silver,United Kingdom
7946,1964,Athletics,Athletics,"COOPER, John Hugh",Men,400m hurdles,Silver,United Kingdom
7947,1964,Athletics,Athletics,"ARDEN, Daphne",Women,4x100m relay,Bronze,United Kingdom
7948,1964,Athletics,Athletics,"BIGNAL-RAND, Mary Denise",Women,4x100m relay,Bronze,United Kingdom
7949,1964,Athletics,Athletics,"HYMAN, Dorothy",Women,4x100m relay,Bronze,United Kingdom
7950,1964,Athletics,Athletics,"SIMPSON, Janet Mary",Women,4x100m relay,Bronze,United Kingdom
7951,1964,Athletics,Athletics,"BRIGHTWELL, Robbie Ian",Men,4x400m relay,Silver,United Kingdom
7952,1964,Athletics,Athletics,"COOPER, John Hugh",Men,4x400m relay,Silver,United Kingdom
7953,1964,Athletics,Athletics,"GRAHAM, Timothy Joseph Michael",Men,4x400m relay,Silver,United Kingdom
7954,1964,Athletics,Athletics,"METCALFE, Adrian Peter",Men,4x400m relay,Silver,United Kingdom
7955,1964,Athletics,Athletics,"NIHILL, Paul Vincent",Men,50km walk,Silver,United Kingdom
7956,1964,Athletics,Athletics,"PACKER, Ann Elizabeth",Women,800m,Gold,United Kingdom
7957,1964,Athletics,Athletics,"DAVIES, Lynn",Men,long jump,Gold,United Kingdom
7958,1964,Athletics,Athletics,"BIGNAL-RAND, Mary Denise",Women,long jump,Gold,United Kingdom
7959,1964,Athletics,Athletics,"HEATLEY, Benjamin Basil",Men,marathon,Silver,United Kingdom
7960,1964,Athletics,Athletics,"BIGNAL-RAND, Mary Denise",Women,pentathlon,Silver,United Kingdom
7961,1964,Equestrian,Jumping,"ROBESON, Peter David",Men,individual,Bronze,United Kingdom
7962,1964,Fencing,Fencing,"HOSKYNS, Henry William Furse",Men,épée individual,Silver,United Kingdom
7963,1964,Rowing,Rowing,"BARRY, William Louis",Men,four without coxswain (4-),Silver,United Kingdom
7964,1964,Rowing,Rowing,"JAMES, John Jesse",Men,four without coxswain (4-),Silver,United Kingdom
7965,1964,Rowing,Rowing,"RUSSELL, John Michael",Men,four without coxswain (4-),Silver,United Kingdom
7966,1964,Rowing,Rowing,"WARDELL-YERBURGH, Hugh Arthur",Men,four without coxswain (4-),Silver,United Kingdom
7967,1964,Sailing,Sailing,"MORGAN, Anthony William Crawfort",Men,flying dutchman,Silver,United Kingdom
7968,1964,Sailing,Sailing,"MUSTO, Franklyn Keith",Men,flying dutchman,Silver,United Kingdom
7969,1964,Weightlifting,Weightlifting,"MARTIN, Louis George",Men,"82.5 - 90kg, total (middle-heavyweight)",Silver,United Kingdom
7970,1968,Aquatics,Swimming,"WOODROFFE, Martyn John",Men,200m butterfly,Silver,United Kingdom
7971,1968,Athletics,Athletics,"BOARD, Lillian Barbara",Women,400m,Silver,United Kingdom
7972,1968,Athletics,Athletics,"SHERWOOD, John",Men,400m hurdles,Bronze,United Kingdom
7973,1968,Athletics,Athletics,"HEMERY, David Peter",Men,400m hurdles,Gold,United Kingdom
7974,1968,Athletics,Athletics,"PARKIN-SHERWOOD, Sheila Hilary",Women,long jump,Silver,United Kingdom
7975,1968,Boxing,Boxing,"FINNEGAN, Christopher Martin",Men,71-75kg,Gold,United Kingdom
7976,1968,Equestrian,Eventing,"ALLHUSEN, Derek Swithin",Men,individual,Silver,United Kingdom
7977,1968,Equestrian,Eventing,"ALLHUSEN, Derek Swithin",Men,team,Gold,United Kingdom
7978,1968,Equestrian,Eventing,"JONES, Reuben Samuel",Men,team,Gold,United Kingdom
7979,1968,Equestrian,Eventing,"MEADE, Richard John Hanray",Men,team,Gold,United Kingdom
7980,1968,Equestrian,Jumping,"BROOME, David Mcpherson",Men,individual,Bronze,United Kingdom
7981,1968,Equestrian,Jumping,"COAKES, Marion Janice",Women,individual,Silver,United Kingdom
7982,1968,Sailing,Sailing,"AISHER, Robin Allingham",Men,5.5m,Bronze,United Kingdom
7983,1968,Sailing,Sailing,"ANDERSON, Paul Richard",Men,5.5m,Bronze,United Kingdom
7984,1968,Sailing,Sailing,"JARDINE, Adrian",Men,5.5m,Bronze,United Kingdom
7985,1968,Sailing,Sailing,"MACDONALD-SMITH, Iain Somerled",Men,flying dutchman,Gold,United Kingdom
7986,1968,Sailing,Sailing,"PATTISSON, Rodney Stuart",Men,flying dutchman,Gold,United Kingdom
7987,1968,Shooting,Shooting,"BRAITHWAITE, John Robert",Men,trap (125 targets),Gold,United Kingdom
7988,1972,Aquatics,Swimming,"WILKIE, David Andrew",Men,200m breaststroke,Silver,United Kingdom
7989,1972,Athletics,Athletics,"HEMERY, David Peter",Men,400m hurdles,Bronze,United Kingdom
7990,1972,Athletics,Athletics,"HEMERY, David Peter",Men,4x400m relay,Silver,United Kingdom
7991,1972,Athletics,Athletics,"JENKINS, David Andrew",Men,4x400m relay,Silver,United Kingdom
7992,1972,Athletics,Athletics,"PASCOE, Alan Peter",Men,4x400m relay,Silver,United Kingdom
7993,1972,Athletics,Athletics,"REYNOLDS, Martin Edward",Men,4x400m relay,Silver,United Kingdom
7994,1972,Athletics,Athletics,"STEWART, Ian",Men,5000m,Bronze,United Kingdom
7995,1972,Athletics,Athletics,"PETERS, Mary",Women,pentathlon,Gold,United Kingdom
7996,1972,Boxing,Boxing,"EVANS, Ralph",Men,- 48kg (light-flyweight),Bronze,United Kingdom
7997,1972,Boxing,Boxing,"TURPIN, George",Men,51 - 54kg (bantamweight),Bronze,United Kingdom
7998,1972,Boxing,Boxing,"MINTER, Alan",Men,67 - 71kg (light-middleweight),Bronze,United Kingdom
7999,1972,Cycling,Cycling Track,"BENNETT, Michael John",Men,Team Pursuit (4000m),Bronze,United Kingdom
8000,1972,Cycling,Cycling Track,"HALLAM, Ian",Men,Team Pursuit (4000m),Bronze,United Kingdom
8001,1972,Cycling,Cycling Track,"KEEBLE, Ronald James",Men,Team Pursuit (4000m),Bronze,United Kingdom
8002,1972,Cycling,Cycling Track,"MOORE, William",Men,Team Pursuit (4000m),Bronze,United Kingdom
8003,1972,Equestrian,Eventing,"MEADE, Richard John Hanray",Men,individual,Gold,United Kingdom
8004,1972,Equestrian,Eventing,"MEADE, Richard John Hanray",Men,team,Gold,United Kingdom
8005,1972,Equestrian,Eventing,"PHILLIPS, Mark Anthony Peter",Men,team,Gold,United Kingdom
8006,1972,Equestrian,Eventing,"GORDON-WATSON, Mary Diana",Women,team,Gold,United Kingdom
8007,1972,Equestrian,Eventing,"PARKER, Bridget",Women,team,Gold,United Kingdom
8008,1972,Equestrian,Jumping,"MOORE, Ann Elizabeth",Women,individual,Silver,United Kingdom
8009,1972,Judo,Judo,"JACKS, Brian Albert Thomas",Men,70 - 80kg (middleweight),Bronze,United Kingdom
8010,1972,Judo,Judo,"STARBROOK, David Colin",Men,80 - 93kg (half-heavyweight),Silver,United Kingdom
8011,1972,Judo,Judo,"PARISI, Angelo",Men,open category,Bronze,United Kingdom
8012,1972,Sailing,Sailing,"DAVIES, Christopher",Men,flying dutchman,Gold,United Kingdom
8013,1972,Sailing,Sailing,"PATTISSON, Rodney Stuart",Men,flying dutchman,Gold,United Kingdom
8014,1972,Sailing,Sailing,"HUNT, David Charles Gower",Men,tempest,Silver,United Kingdom
8015,1972,Sailing,Sailing,"WARREN, Alan Kemp",Men,tempest,Silver,United Kingdom
